Age,Conference,Date,Draft Year,Height,Player,Position,Season short,Seasons in league,Team,Weight,Real_value
29,East,2005-03-06,1996,183.0,Allen Iverson,G,2005,8,Philadelphia Sixers,75.0,0.5
30,West,2005-03-06,1996,211.0,Marcus Camby,C,2005,8,Denver Nuggets,109.0,0.5
32,East,2005-02-27,1994,203.0,Jalen Rose,G,2005,10,Toronto Raptors,95.0,0.5
26,West,2005-02-27,1998,188.0,Mike Bibby,G,2005,6,Sacramento Kings,88.0,0.5
29,East,2005-02-13,1996,183.0,Allen Iverson,G,2005,8,Philadelphia Sixers,75.0,0.5
31,West,2005-02-13,1996,190.0,Steve Nash,G,2005,8,Phoenix Suns,81.0,0.5
27,East,2005-02-06,1998,201.0,Paul Pierce,SF,2005,6,Boston Celtics,107.0,0.5
25,West,2005-02-06,1997,203.0,Tracy McGrady,GF,2005,7,Houston Rockets,95.0,0.5
28,East,2005-01-30,1998,198.0,Vince Carter,SF,2005,6,New Jersey Nets,100.0,0.5
28,West,2005-01-30,1998,213.0,Brad Miller,C,2005,6,Sacramento Kings,118.0,0.5
20,East,2005-01-23,2003,203.0,LeBron James,F,2005,1,Cleveland Cavaliers,113.0,0.5
27,West,2005-01-23,1999,188.0,Jason Terry,G,2005,5,Dallas Mavericks,84.0,0.5
26,East,2005-01-16,1998,196.0,Larry Hughes,G,2005,6,Washington Wizards,83.0,0.5
25,West,2005-01-16,1997,203.0,Tracy McGrady,GF,2005,7,Houston Rockets,95.0,0.5
20,East,2005-01-09,2003,211.0,Chris Bosh,PF,2005,1,Toronto Raptors,107.0,0.5
33,West,2005-01-09,1993,201.0,Bruce Bowen,F,2005,9,San Antonio Spurs,91.0,0.5
28,East,2005-01-02,1996,188.0,Stephon Marbury,G,2005,8,New York Knicks,82.0,0.5
24,West,2005-01-02,2001,213.0,Pau Gasol,FC,2005,3,Memphis Grizzlies,113.0,0.5
29,East,2004-12-26,1996,183.0,Allen Iverson,G,2005,8,Philadelphia Sixers,75.0,0.5
31,West,2004-12-26,1996,190.0,Steve Nash,G,2005,8,Phoenix Suns,81.0,0.5
32,East,2004-12-19,1992,216.0,Shaquille O'Neal,C,2005,12,Miami Heat,147.0,0.5
26,West,2004-12-19,1999,201.0,Shawn Marion,F,2005,5,Phoenix Suns,103.0,0.5
24,East,2004-12-12,2001,201.0,Richard Jefferson,SF,2005,3,New Jersey Nets,106.0,0.5
22,West,2004-12-12,2002,208.0,Amar'e Stoudemire,FC,2005,2,Phoenix Suns,111.0,0.5
23,East,2004-12-05,2001,190.0,Gilbert Arenas,G,2005,3,Washington Wizards,87.0,0.5
26,West,2004-12-05,1998,213.0,Dirk Nowitzki,PF,2005,6,Dallas Mavericks,111.0,0.5
20,East,2004-11-28,2003,203.0,LeBron James,F,2005,1,Cleveland Cavaliers,113.0,0.5
26,West,2004-11-28,1999,201.0,Shawn Marion,F,2005,5,Phoenix Suns,103.0,0.5
32,East,2004-11-21,1994,203.0,Grant Hill,SF,2005,10,Orlando Magic,102.0,0.5
22,West,2004-11-21,2002,208.0,Amar'e Stoudemire,FC,2005,2,Phoenix Suns,111.0,0.5
20,East,2004-11-14,2003,203.0,LeBron James,F,2005,1,Cleveland Cavaliers,113.0,0.5
29,West,2004-11-14,1996,196.0,Ray Allen,SG,2005,8,Seattle SuperSonics,93.0,0.5
23,East,2004-11-07,2003,193.0,Dwyane Wade,SG,2005,1,Miami Heat,100.0,0.5
28,West,2004-11-07,1995,211.0,Kevin Garnett,PF,2005,9,Minnesota Timberwolves,109.0,0.5
22,East,2006-04-16,2004,190.0,Ben Gordon,SG,2006,1,Chicago Bulls,91.0,0.5
27,West,2006-04-16,1996,198.0,Kobe Bryant,SG,2006,9,Los Angeles Lakers,96.0,0.5
25,East,2006-04-09,2000,196.0,Jamal Crawford,SG,2006,5,New York Knicks,88.0,0.5
23,West,2006-04-09,2002,208.0,Chris Wilcox,FC,2006,3,Seattle SuperSonics,107.0,0.5
21,East,2006-04-02,2003,203.0,LeBron James,F,2006,2,Cleveland Cavaliers,113.0,0.5
25,West,2006-04-02,2002,229.0,Yao Ming,C,2006,3,Houston Rockets,141.0,0.5
21,East,2006-03-26,2003,203.0,LeBron James,F,2006,2,Cleveland Cavaliers,113.0,0.5
25,West,2006-03-26,2001,213.0,Pau Gasol,FC,2006,4,Memphis Grizzlies,113.0,0.5
21,East,2006-03-19,2003,203.0,LeBron James,F,2006,2,Cleveland Cavaliers,113.0,0.5
21,West,2006-03-19,2003,203.0,Carmelo Anthony,F,2006,2,Denver Nuggets,109.0,0.5
28,East,2006-03-12,1998,201.0,Paul Pierce,SF,2006,7,Boston Celtics,107.0,0.5
27,West,2006-03-12,1998,188.0,Mike Bibby,G,2006,7,Sacramento Kings,88.0,0.5
30,East,2006-03-05,1996,183.0,Allen Iverson,G,2006,9,Philadelphia Sixers,75.0,0.5
25,West,2006-03-05,2001,213.0,Pau Gasol,FC,2006,4,Memphis Grizzlies,113.0,0.5
24,East,2006-02-27,2001,190.0,Gilbert Arenas,G,2006,4,Washington Wizards,87.0,0.5
25,West,2006-02-27,2002,229.0,Yao Ming,C,2006,3,Houston Rockets,141.0,0.5
24,East,2006-02-13,2001,190.0,Gilbert Arenas,G,2006,4,Washington Wizards,87.0,0.5
23,West,2006-02-13,2001,188.0,Tony Parker,G,2006,4,San Antonio Spurs,84.0,0.5
21,East,2006-02-06,2003,211.0,Chris Bosh,PF,2006,2,Toronto Raptors,107.0,0.5
20,West,2006-02-06,2005,183.0,Chris Paul,PG,2006,0,New Orleans Hornets,79.0,0.5
21,East,2006-01-30,2003,203.0,LeBron James,F,2006,2,Cleveland Cavaliers,113.0,0.5
26,West,2006-01-30,1999,206.0,Elton Brand,PF,2006,6,Los Angeles Clippers,115.0,0.5
28,East,2006-01-22,1999,201.0,Richard Hamilton,SG,2006,6,Detroit Pistons,88.0,0.5
27,West,2006-01-22,1996,198.0,Kobe Bryant,SG,2006,9,Los Angeles Lakers,96.0,0.5
30,East,2006-01-15,1996,183.0,Allen Iverson,G,2006,9,Philadelphia Sixers,75.0,0.5
29,West,2006-01-15,1995,211.0,Kevin Garnett,PF,2006,10,Minnesota Timberwolves,109.0,0.5
30,East,2006-01-08,1998,188.0,Mike James,G,2006,4,Toronto Raptors,85.0,0.5
32,West,2006-01-08,1996,190.0,Steve Nash,G,2006,9,Phoenix Suns,81.0,0.5
24,East,2006-01-01,2003,193.0,Dwyane Wade,SG,2006,2,Miami Heat,100.0,0.5
27,West,2006-01-01,1999,201.0,Shawn Marion,F,2006,6,Phoenix Suns,103.0,0.5
29,East,2005-12-26,1998,198.0,Vince Carter,SF,2006,7,New Jersey Nets,100.0,0.5
27,West,2005-12-26,1996,198.0,Kobe Bryant,SG,2006,9,Los Angeles Lakers,96.0,0.5
24,East,2005-12-19,2001,201.0,Joe Johnson,SG,2006,4,Atlanta Hawks,109.0,0.5
27,West,2005-12-19,1996,198.0,Kobe Bryant,SG,2006,9,Los Angeles Lakers,96.0,0.5
30,East,2005-12-12,1996,183.0,Allen Iverson,G,2006,9,Philadelphia Sixers,75.0,0.5
26,West,2005-12-12,1999,206.0,Elton Brand,PF,2006,6,Los Angeles Clippers,115.0,0.5
24,East,2005-12-05,2003,193.0,Dwyane Wade,SG,2006,2,Miami Heat,100.0,0.5
26,West,2005-12-05,1999,190.0,Baron Davis,G,2006,6,Golden State Warriors,98.0,0.5
23,East,2005-11-28,2001,201.0,Gerald Wallace,F,2006,4,Charlotte Bobcats,100.0,0.5
32,West,2005-11-28,1996,190.0,Steve Nash,G,2006,9,Phoenix Suns,81.0,0.5
21,East,2005-11-21,2003,203.0,LeBron James,F,2006,2,Cleveland Cavaliers,113.0,0.5
26,West,2005-11-21,1999,206.0,Elton Brand,PF,2006,6,Los Angeles Clippers,115.0,0.5
24,East,2005-11-14,2001,190.0,Gilbert Arenas,G,2006,4,Washington Wizards,87.0,0.5
31,West,2005-11-14,1996,211.0,Marcus Camby,C,2006,9,Denver Nuggets,109.0,0.5
22,East,2005-11-07,2003,183.0,T.J. Ford,PG,2006,2,Milwaukee Bucks,75.0,0.5
27,West,2005-11-07,1996,198.0,Kobe Bryant,SG,2006,9,Los Angeles Lakers,96.0,0.5
23,East,2007-04-15,2004,190.0,Ben Gordon,SG,2007,2,Chicago Bulls,91.0,0.5
27,West,2007-04-15,1997,203.0,Tracy McGrady,GF,2007,9,Houston Rockets,95.0,0.5
24,East,2007-04-08,2001,201.0,Gerald Wallace,F,2007,5,Charlotte Bobcats,100.0,0.5
30,West,2007-04-08,1997,211.0,Tim Duncan,FC,2007,9,San Antonio Spurs,113.0,0.5
22,East,2007-04-01,2003,211.0,Chris Bosh,PF,2007,3,Toronto Raptors,107.0,0.5
26,West,2007-04-01,2002,229.0,Yao Ming,C,2007,4,Houston Rockets,141.0,0.5
24,East,2007-03-25,2001,201.0,Gerald Wallace,F,2007,5,Charlotte Bobcats,100.0,0.5
28,West,2007-03-25,1996,198.0,Kobe Bryant,SG,2007,10,Los Angeles Lakers,96.0,0.5
33,East,2007-03-18,1994,193.0,Jason Kidd,PG,2007,12,New Jersey Nets,95.0,0.5
28,West,2007-03-18,1996,198.0,Kobe Bryant,SG,2007,10,Los Angeles Lakers,96.0,0.5
22,East,2007-03-11,2003,203.0,LeBron James,F,2007,3,Cleveland Cavaliers,113.0,0.5
29,West,2007-03-11,1999,198.0,Manu Ginobili,SG,2007,4,San Antonio Spurs,93.0,0.5
22,East,2007-03-04,2004,208.0,Al Jefferson,FC,2007,2,Boston Celtics,131.0,0.5
24,West,2007-03-04,2004,201.0,Kevin Martin,SG,2007,2,Sacramento Kings,90.0,0.5
30,East,2007-02-25,1998,198.0,Vince Carter,SF,2007,8,New Jersey Nets,100.0,0.5
24,West,2007-02-25,2002,208.0,Amar'e Stoudemire,FC,2007,4,Phoenix Suns,111.0,0.5
25,East,2007-02-11,2003,193.0,Dwyane Wade,SG,2007,3,Miami Heat,100.0,0.5
22,West,2007-02-11,2003,203.0,Carmelo Anthony,F,2007,3,Denver Nuggets,109.0,0.5
25,East,2007-02-04,2003,193.0,Dwyane Wade,SG,2007,3,Miami Heat,100.0,0.5
27,West,2007-02-04,2001,211.0,Mehmet Okur,FC,2007,4,Utah Jazz,113.0,0.5
23,East,2007-01-28,2004,190.0,Ben Gordon,SG,2007,2,Chicago Bulls,91.0,0.5
33,West,2007-01-28,1996,190.0,Steve Nash,G,2007,10,Phoenix Suns,81.0,0.5
26,East,2007-01-21,2002,201.0,Caron Butler,SF,2007,4,Washington Wizards,103.0,0.5
33,West,2007-01-21,1996,190.0,Steve Nash,G,2007,10,Phoenix Suns,81.0,0.5
25,East,2007-01-14,2003,193.0,Dwyane Wade,SG,2007,3,Miami Heat,100.0,0.5
28,West,2007-01-14,1998,213.0,Dirk Nowitzki,PF,2007,8,Dallas Mavericks,111.0,0.5
25,East,2007-01-07,2001,190.0,Gilbert Arenas,G,2007,5,Washington Wizards,87.0,0.5
30,West,2007-01-07,1995,211.0,Kevin Garnett,PF,2007,11,Minnesota Timberwolves,109.0,0.5
27,East,2006-12-31,2000,198.0,Michael Redd,G,2007,6,Milwaukee Bucks,100.0,0.5
26,West,2006-12-31,2003,201.0,Josh Howard,GF,2007,3,Dallas Mavericks,95.0,0.5
24,East,2006-12-24,2003,185.0,Mo Williams,G,2007,3,Milwaukee Bucks,90.0,0.5
26,West,2006-12-24,2003,201.0,Josh Howard,GF,2007,3,Dallas Mavericks,95.0,0.5
25,East,2006-12-17,2001,190.0,Gilbert Arenas,G,2007,5,Washington Wizards,87.0,0.5
25,West,2006-12-17,2002,206.0,Carlos Boozer,PF,2007,4,Utah Jazz,121.0,0.5
25,East,2006-12-10,2001,190.0,Gilbert Arenas,G,2007,5,Washington Wizards,87.0,0.5
33,West,2006-12-10,1996,190.0,Steve Nash,G,2007,10,Phoenix Suns,81.0,0.5
27,East,2006-12-03,2000,198.0,Michael Redd,G,2007,6,Milwaukee Bucks,100.0,0.5
22,West,2006-12-03,2003,203.0,Carmelo Anthony,F,2007,3,Denver Nuggets,109.0,0.5
21,East,2006-11-26,2004,211.0,Dwight Howard,C,2007,2,Orlando Magic,120.0,0.5
22,West,2006-11-26,2003,203.0,Carmelo Anthony,F,2007,3,Denver Nuggets,109.0,0.5
22,East,2006-11-19,2003,203.0,LeBron James,F,2007,3,Cleveland Cavaliers,113.0,0.5
28,West,2006-11-19,1998,213.0,Dirk Nowitzki,PF,2007,8,Dallas Mavericks,111.0,0.5
25,East,2006-11-12,2001,201.0,Joe Johnson,SG,2007,5,Atlanta Hawks,109.0,0.5
26,West,2006-11-12,2002,229.0,Yao Ming,C,2007,4,Houston Rockets,141.0,0.5
31,East,2006-11-06,1996,183.0,Allen Iverson,G,2007,10,Philadelphia Sixers,75.0,0.5
25,West,2006-11-06,2002,206.0,Carlos Boozer,PF,2007,4,Utah Jazz,121.0,0.5
31,East,2008-04-13,1995,211.0,Kevin Garnett,PF,2008,12,Boston Celtics,109.0,0.5
32,West,2008-04-13,1996,183.0,Allen Iverson,G,2008,11,Denver Nuggets,75.0,0.5
26,East,2008-04-06,2001,201.0,Joe Johnson,SG,2008,6,Atlanta Hawks,109.0,0.5
29,West,2008-04-06,1996,198.0,Kobe Bryant,SG,2008,11,Los Angeles Lakers,96.0,0.5
27,East,2008-03-30,2001,198.0,Jason Richardson,GF,2008,6,Charlotte Bobcats,102.0,0.5
23,West,2008-03-30,2003,203.0,Carmelo Anthony,F,2008,4,Denver Nuggets,109.0,0.5
31,East,2008-03-23,1995,211.0,Kevin Garnett,PF,2008,12,Boston Celtics,109.0,0.5
22,West,2008-03-23,2005,183.0,Chris Paul,PG,2008,2,New Orleans Hornets,79.0,0.5
31,East,2008-03-16,1998,206.0,Antawn Jamison,F,2008,9,Washington Wizards,107.0,0.5
25,West,2008-03-16,2002,208.0,Amar'e Stoudemire,FC,2008,5,Phoenix Suns,111.0,0.5
27,East,2008-03-09,2001,198.0,Jason Richardson,GF,2008,6,Charlotte Bobcats,102.0,0.5
28,West,2008-03-09,1997,203.0,Tracy McGrady,GF,2008,10,Houston Rockets,95.0,0.5
31,East,2008-03-02,1999,190.0,Andre Miller,PG,2008,8,Philadelphia Sixers,91.0,0.5
29,West,2008-03-02,1996,198.0,Kobe Bryant,SG,2008,11,Los Angeles Lakers,96.0,0.5
23,East,2008-02-24,2003,203.0,LeBron James,F,2008,4,Cleveland Cavaliers,113.0,0.5
30,West,2008-02-24,1999,198.0,Manu Ginobili,SG,2008,5,San Antonio Spurs,93.0,0.5
31,East,2008-02-10,1999,190.0,Andre Miller,PG,2008,8,Philadelphia Sixers,91.0,0.5
25,West,2008-02-10,2002,208.0,Amar'e Stoudemire,FC,2008,5,Phoenix Suns,111.0,0.5
28,East,2008-02-03,2000,208.0,Hedo Turkoglu,F,2008,7,Orlando Magic,100.0,0.5
31,West,2008-02-03,1998,213.0,Brad Miller,C,2008,9,Sacramento Kings,118.0,0.5
28,East,2008-01-27,2000,208.0,Hedo Turkoglu,F,2008,7,Orlando Magic,100.0,0.5
23,West,2008-01-27,2004,208.0,Al Jefferson,FC,2008,3,Minnesota Timberwolves,131.0,0.5
25,East,2008-01-20,2001,201.0,Gerald Wallace,F,2008,6,Charlotte Bobcats,100.0,0.5
28,West,2008-01-20,1999,190.0,Baron Davis,G,2008,8,Golden State Warriors,98.0,0.5
23,East,2008-01-13,2003,211.0,Chris Bosh,PF,2008,4,Toronto Raptors,107.0,0.5
29,West,2008-01-13,1996,198.0,Kobe Bryant,SG,2008,11,Los Angeles Lakers,96.0,0.5
23,East,2008-01-06,2003,203.0,LeBron James,F,2008,4,Cleveland Cavaliers,113.0,0.5
32,West,2008-01-06,1996,183.0,Allen Iverson,G,2008,11,Denver Nuggets,75.0,0.5
30,East,2007-12-30,1998,201.0,Paul Pierce,SF,2008,9,Boston Celtics,107.0,0.5
22,West,2007-12-30,2005,183.0,Chris Paul,PG,2008,2,New Orleans Hornets,79.0,0.5
26,East,2007-12-23,2001,201.0,Joe Johnson,SG,2008,6,Atlanta Hawks,109.0,0.5
23,West,2007-12-23,2003,203.0,Carmelo Anthony,F,2008,4,Denver Nuggets,109.0,0.5
30,East,2007-12-16,1998,201.0,Paul Pierce,SF,2008,9,Boston Celtics,107.0,0.5
23,West,2007-12-16,2006,198.0,Brandon Roy,G,2008,1,Portland Trail Blazers,96.0,0.5
22,East,2007-12-09,2004,206.0,Josh Smith,PF,2008,3,Atlanta Hawks,102.0,0.5
23,West,2007-12-09,2006,198.0,Brandon Roy,G,2008,1,Portland Trail Blazers,96.0,0.5
22,East,2007-12-02,2004,211.0,Dwight Howard,C,2008,3,Orlando Magic,120.0,0.5
29,West,2007-12-02,1997,203.0,Stephen Jackson,GF,2008,10,Golden State Warriors,100.0,0.5
23,East,2007-11-25,2003,203.0,LeBron James,F,2008,4,Cleveland Cavaliers,113.0,0.5
25,West,2007-11-25,2001,188.0,Tony Parker,G,2008,6,San Antonio Spurs,84.0,0.5
22,East,2007-11-18,2004,211.0,Dwight Howard,C,2008,3,Orlando Magic,120.0,0.5
32,West,2007-11-18,1996,183.0,Allen Iverson,G,2008,11,Denver Nuggets,75.0,0.5
31,East,2007-11-11,1995,211.0,Kevin Garnett,PF,2008,12,Boston Celtics,109.0,0.5
27,West,2007-11-11,2002,229.0,Yao Ming,C,2008,5,Houston Rockets,141.0,0.5
24,East,2007-11-04,2005,206.0,Danny Granger,GF,2008,2,Indiana Pacers,101.0,0.5
28,West,2007-11-04,1997,203.0,Tracy McGrady,GF,2008,10,Houston Rockets,95.0,0.5
25,East,2009-04-13,2004,190.0,Ben Gordon,SG,2009,4,Chicago Bulls,91.0,0.5
24,West,2009-04-13,2006,198.0,Brandon Roy,G,2009,2,Portland Trail Blazers,96.0,0.5
23,East,2009-04-06,2004,211.0,Dwight Howard,C,2009,4,Orlando Magic,120.0,0.5
35,West,2009-04-06,1994,193.0,Jason Kidd,PG,2009,14,Dallas Mavericks,95.0,0.5
23,East,2009-03-30,2004,211.0,Dwight Howard,C,2009,4,Orlando Magic,120.0,0.5
26,West,2009-03-30,2001,188.0,Tony Parker,G,2009,7,San Antonio Spurs,84.0,0.5
24,East,2009-03-23,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
23,West,2009-03-23,2005,183.0,Chris Paul,PG,2009,3,New Orleans Hornets,79.0,0.5
24,East,2009-03-16,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
30,West,2009-03-16,1996,198.0,Kobe Bryant,SG,2009,12,Los Angeles Lakers,96.0,0.5
27,East,2009-03-09,2003,193.0,Dwyane Wade,SG,2009,5,Miami Heat,100.0,0.5
24,West,2009-03-09,2005,190.0,Deron Williams,PG,2009,3,Utah Jazz,91.0,0.5
26,East,2009-03-02,2004,190.0,Devin Harris,G,2009,4,New Jersey Nets,84.0,0.5
28,West,2009-03-02,2003,206.0,David West,PF,2009,5,New Orleans Hornets,113.0,0.5
23,East,2009-02-23,2004,211.0,Dwight Howard,C,2009,4,Orlando Magic,120.0,0.5
28,West,2009-02-23,2001,213.0,Pau Gasol,FC,2009,7,Los Angeles Lakers,113.0,0.5
24,East,2009-02-09,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
28,West,2009-02-09,2001,213.0,Pau Gasol,FC,2009,7,Los Angeles Lakers,113.0,0.5
25,East,2009-02-02,2005,206.0,David Lee,FC,2009,3,New York Knicks,111.0,0.5
26,West,2009-02-02,2001,188.0,Tony Parker,G,2009,7,San Antonio Spurs,84.0,0.5
24,East,2009-01-26,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
21,West,2009-01-26,2005,213.0,Andrew Bynum,C,2009,3,Los Angeles Lakers,129.0,0.5
27,East,2009-01-19,2004,183.0,Jameer Nelson,G,2009,4,Orlando Magic,86.0,0.5
23,West,2009-01-19,2005,183.0,Chris Paul,PG,2009,3,New Orleans Hornets,79.0,0.5
23,East,2009-01-12,2004,211.0,Dwight Howard,C,2009,4,Orlando Magic,120.0,0.5
30,West,2009-01-12,1996,198.0,Kobe Bryant,SG,2009,12,Los Angeles Lakers,96.0,0.5
22,East,2009-01-05,2007,196.0,Rodney Stuckey,G,2009,1,Detroit Pistons,93.0,0.5
24,West,2009-01-05,2004,208.0,Al Jefferson,FC,2009,4,Minnesota Timberwolves,131.0,0.5
24,East,2008-12-29,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
30,West,2008-12-29,1996,198.0,Kobe Bryant,SG,2009,12,Los Angeles Lakers,96.0,0.5
27,East,2008-12-22,2004,183.0,Jameer Nelson,G,2009,4,Orlando Magic,86.0,0.5
23,West,2008-12-22,2005,183.0,Chris Paul,PG,2009,3,New Orleans Hornets,79.0,0.5
29,East,2008-12-15,1998,206.0,Al Harrington,F,2009,10,New York Knicks,111.0,0.5
32,West,2008-12-15,1997,211.0,Tim Duncan,FC,2009,11,San Antonio Spurs,113.0,0.5
27,East,2008-12-08,2003,193.0,Dwyane Wade,SG,2009,5,Miami Heat,100.0,0.5
30,West,2008-12-08,1998,213.0,Dirk Nowitzki,PF,2009,10,Dallas Mavericks,111.0,0.5
26,East,2008-12-01,2004,190.0,Devin Harris,G,2009,4,New Jersey Nets,84.0,0.5
24,West,2008-12-01,2006,198.0,Brandon Roy,G,2009,2,Portland Trail Blazers,96.0,0.5
27,East,2008-11-24,2003,193.0,Dwyane Wade,SG,2009,5,Miami Heat,100.0,0.5
30,West,2008-11-24,1998,213.0,Dirk Nowitzki,PF,2009,10,Dallas Mavericks,111.0,0.5
24,East,2008-11-17,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
32,West,2008-11-17,1997,190.0,Chauncey Billups,G,2009,11,Denver Nuggets,95.0,0.5
24,East,2008-11-10,2003,203.0,LeBron James,F,2009,5,Cleveland Cavaliers,113.0,0.5
26,West,2008-11-10,2002,208.0,Amar'e Stoudemire,FC,2009,6,Phoenix Suns,111.0,0.5
24,East,2008-11-03,2003,211.0,Chris Bosh,PF,2009,5,Toronto Raptors,107.0,0.5
23,West,2008-11-03,2005,183.0,Chris Paul,PG,2009,3,New Orleans Hornets,79.0,0.5
24,East,2010-04-12,2004,211.0,Dwight Howard,C,2010,5,Orlando Magic,120.0,0.5
31,West,2010-04-12,1998,213.0,Dirk Nowitzki,PF,2010,11,Dallas Mavericks,111.0,0.5
25,East,2010-04-05,2003,211.0,Chris Bosh,PF,2010,6,Toronto Raptors,107.0,0.5
21,West,2010-04-05,2007,206.0,Kevin Durant,SF,2010,2,Oklahoma City Thunder,109.0,0.5
28,East,2010-03-29,2003,193.0,Dwyane Wade,SG,2010,6,Miami Heat,100.0,0.5
32,West,2010-03-29,1999,198.0,Manu Ginobili,SG,2010,7,San Antonio Spurs,93.0,0.5
32,East,2010-03-22,1998,201.0,Paul Pierce,SF,2010,11,Boston Celtics,107.0,0.5
29,West,2010-03-22,2001,213.0,Pau Gasol,FC,2010,8,Los Angeles Lakers,113.0,0.5
25,East,2010-03-15,2005,213.0,Andrew Bogut,C,2010,4,Milwaukee Bucks,118.0,0.5
25,West,2010-03-15,2006,198.0,Brandon Roy,G,2010,3,Portland Trail Blazers,96.0,0.5
28,East,2010-03-08,2003,193.0,Dwyane Wade,SG,2010,6,Miami Heat,100.0,0.5
31,West,2010-03-08,1998,213.0,Dirk Nowitzki,PF,2010,11,Dallas Mavericks,111.0,0.5
25,East,2010-03-01,2003,203.0,LeBron James,F,2010,6,Cleveland Cavaliers,113.0,0.5
31,West,2010-03-01,1998,213.0,Dirk Nowitzki,PF,2010,11,Dallas Mavericks,111.0,0.5
24,East,2010-02-22,2004,211.0,Dwight Howard,C,2010,5,Orlando Magic,120.0,0.5
28,West,2010-02-22,2002,206.0,Carlos Boozer,PF,2010,7,Utah Jazz,121.0,0.5
25,East,2010-02-08,2003,203.0,LeBron James,F,2010,6,Cleveland Cavaliers,113.0,0.5
21,West,2010-02-08,2008,190.0,Russell Westbrook,G,2010,1,Oklahoma City Thunder,91.0,0.5
25,East,2010-02-01,2003,211.0,Chris Bosh,PF,2010,6,Toronto Raptors,107.0,0.5
21,West,2010-02-01,2007,206.0,Kevin Durant,SF,2010,2,Oklahoma City Thunder,109.0,0.5
25,East,2010-01-25,2003,203.0,LeBron James,F,2010,6,Cleveland Cavaliers,113.0,0.5
33,West,2010-01-25,1997,190.0,Chauncey Billups,G,2010,12,Denver Nuggets,95.0,0.5
31,East,2010-01-19,1997,203.0,Stephen Jackson,GF,2010,12,Charlotte Bobcats,100.0,0.5
25,West,2010-01-19,2003,203.0,Carmelo Anthony,F,2010,6,Denver Nuggets,109.0,0.5
25,East,2010-01-11,2003,203.0,LeBron James,F,2010,6,Cleveland Cavaliers,113.0,0.5
27,East,2010-01-11,2003,213.0,Chris Kaman,C,2010,6,Los Angeles Clippers,120.0,0.5
21,East,2010-01-04,2008,190.0,Derrick Rose,PG,2010,1,Chicago Bulls,86.0,0.5
21,West,2010-01-04,2007,206.0,Kevin Durant,SF,2010,2,Oklahoma City Thunder,109.0,0.5
25,East,2009-12-28,2003,203.0,LeBron James,F,2010,6,Cleveland Cavaliers,113.0,0.5
31,West,2009-12-28,1996,198.0,Kobe Bryant,SG,2010,13,Los Angeles Lakers,96.0,0.5
24,East,2009-12-21,2004,211.0,Dwight Howard,C,2010,5,Orlando Magic,120.0,0.5
31,West,2009-12-21,1996,198.0,Kobe Bryant,SG,2010,13,Los Angeles Lakers,96.0,0.5
23,East,2009-12-14,2007,196.0,Rodney Stuckey,G,2010,2,Detroit Pistons,93.0,0.5
25,West,2009-12-14,2005,190.0,Deron Williams,PG,2010,4,Utah Jazz,91.0,0.5
33,East,2009-12-07,1995,211.0,Kevin Garnett,PF,2010,14,Boston Celtics,109.0,0.5
28,West,2009-12-07,2002,206.0,Carlos Boozer,PF,2010,7,Utah Jazz,121.0,0.5
27,East,2009-11-30,2001,201.0,Gerald Wallace,F,2010,8,Charlotte Bobcats,100.0,0.5
33,West,2009-11-30,1997,211.0,Tim Duncan,FC,2010,12,San Antonio Spurs,113.0,0.5
25,East,2009-11-23,2003,203.0,LeBron James,F,2010,6,Cleveland Cavaliers,113.0,0.5
31,West,2009-11-23,1996,198.0,Kobe Bryant,SG,2010,13,Los Angeles Lakers,96.0,0.5
20,East,2009-11-16,2009,185.0,Brandon Jennings,G,2010,0,Milwaukee Bucks,77.0,0.5
31,West,2009-11-16,1998,213.0,Dirk Nowitzki,PF,2010,11,Dallas Mavericks,111.0,0.5
28,East,2009-11-09,2001,201.0,Joe Johnson,SG,2010,8,Atlanta Hawks,109.0,0.5
27,West,2009-11-09,2003,213.0,Chris Kaman,C,2010,6,Los Angeles Clippers,120.0,0.5
24,East,2009-11-02,2004,211.0,Dwight Howard,C,2010,5,Orlando Magic,120.0,0.5
25,West,2009-11-02,2003,203.0,Carmelo Anthony,F,2010,6,Denver Nuggets,109.0,0.5
26,East,2011-04-11,2003,203.0,Carmelo Anthony,F,2011,7,New York Knicks,109.0,0.5
22,West,2011-04-11,2007,206.0,Kevin Durant,SF,2011,3,Oklahoma City Thunder,109.0,0.5
26,East,2011-04-04,2003,203.0,Carmelo Anthony,F,2011,7,New York Knicks,109.0,0.5
29,West,2011-04-04,2001,206.0,Zach Randolph,PF,2011,9,Memphis Grizzlies,118.0,0.5
25,East,2011-03-28,2004,211.0,Dwight Howard,C,2011,6,Orlando Magic,120.0,0.5
32,West,2011-03-28,1996,198.0,Kobe Bryant,SG,2011,14,Los Angeles Lakers,96.0,0.5
26,East,2011-03-21,2003,203.0,LeBron James,F,2011,7,Miami Heat,113.0,0.5
