Age,Conference,Date,Draft Year,Height,Player,Position,Season short,Seasons in league,Team,Weight,Real_value
26,West,2017-01-16,2010,203.0,Gordon Hayward,GF,2017,6,Utah Jazz,102.0,0.5
27,East,2017-01-09,2011,201.0,Jimmy Butler,GF,2017,5,Chicago Bulls,105.0,0.5
28,West,2017-01-09,2009,191.0,Stephen Curry,G,2017,7,Golden State Warriors,86.0,0.5
26,East,2017-01-02,2010,193.0,John Wall,PG,2017,6,Washington Wizards,95.0,0.5
27,West,2017-01-02,2009,196.0,James Harden,SG,2017,7,Houston Rockets,100.0,0.5
28,East,2016-12-26,2011,175.0,Isaiah Thomas,PG,2017,5,Boston Celtics,84.0,0.5
28,West,2016-12-26,2008,191.0,Russell Westbrook,G,2017,8,Oklahoma City Thunder,91.0,0.5
27,East,2016-12-19,2009,201.0,DeMar DeRozan,GF,2017,7,Toronto Raptors,100.0,0.5
27,West,2016-12-19,2009,196.0,James Harden,SG,2017,7,Houston Rockets,100.0,0.5
32,East,2016-12-12,2003,203.0,LeBron James,F,2017,13,Cleveland Cavaliers,113.0,0.5
32,West,2016-12-12,2007,216.0,Marc Gasol,C,2017,8,Memphis Grizzlies,116.0,0.5
22,East,2016-12-05,2013,211.0,Giannis Antetokounmpo,F,2017,3,Milwaukee Bucks,101.0,0.5
28,West,2016-12-05,2008,191.0,Russell Westbrook,G,2017,8,Oklahoma City Thunder,91.0,0.5
28,East,2016-11-28,2008,208.0,Kevin Love,FC,2017,8,Cleveland Cavaliers,114.0,0.5
28,West,2016-11-28,2007,206.0,Kevin Durant,SF,2017,9,Golden State Warriors,109.0,0.5
27,East,2016-11-21,2011,201.0,Jimmy Butler,GF,2017,5,Chicago Bulls,105.0,0.5
23,West,2016-11-21,2012,208.0,Anthony Davis,PF,2017,4,New Orleans Pelicans,115.0,0.5
27,East,2016-11-14,2009,201.0,DeMar DeRozan,GF,2017,7,Toronto Raptors,100.0,0.5
27,West,2016-11-14,2009,196.0,James Harden,SG,2017,7,Houston Rockets,100.0,0.5
32,East,2016-11-07,2003,203.0,LeBron James,F,2017,13,Cleveland Cavaliers,113.0,0.5
30,West,2016-11-07,2008,191.0,George Hill,G,2017,8,Utah Jazz,85.0,0.5
32,East,2016-10-31,2003,203.0,LeBron James,F,2017,13,Cleveland Cavaliers,113.0,0.5
28,West,2016-10-31,2008,191.0,Russell Westbrook,G,2017,8,Oklahoma City Thunder,91.0,0.5
21,East,2018-04-09,2016,208.0,Ben Simmons,PF,2018,1,Philadelphia Sixers,104.0,0.5
23,West,2018-04-09,2014,208.0,Nikola Jokic,C,2018,2,Denver Nuggets,113.0,0.5
25,East,2018-04-02,2013,193.0,Victor Oladipo,G,2018,4,Indiana Pacers,95.0,0.5
27,West,2018-04-02,2012,191.0,Damian Lillard,G,2018,5,Portland Trail Blazers,88.0,0.5
33,East,2018-03-26,2003,203.0,LeBron James,F,2018,14,Cleveland Cavaliers,113.0,0.5
32,West,2018-03-26,2006,211.0,LaMarcus Aldridge,FC,2018,11,San Antonio Spurs,118.0,0.5
33,East,2018-03-19,2003,203.0,LeBron James,F,2018,14,Cleveland Cavaliers,113.0,0.5
29,West,2018-03-19,2008,191.0,Russell Westbrook,G,2018,9,Oklahoma City Thunder,91.0,0.5
28,East,2018-03-12,2009,201.0,DeMar DeRozan,GF,2018,8,Toronto Raptors,100.0,0.5
27,West,2018-03-12,2012,191.0,Damian Lillard,G,2018,5,Portland Trail Blazers,88.0,0.5
28,East,2018-03-05,2009,201.0,DeMar DeRozan,GF,2018,8,Toronto Raptors,100.0,0.5
24,West,2018-03-05,2012,208.0,Anthony Davis,PF,2018,5,New Orleans Pelicans,115.0,0.5
23,East,2018-02-12,2014,213.0,Joel Embiid,C,2018,3,Philadelphia Sixers,113.0,0.5
28,West,2018-02-12,2009,196.0,James Harden,SG,2018,8,Houston Rockets,100.0,0.5
24,East,2018-02-05,2012,211.0,Andre Drummond,C,2018,5,Detroit Pistons,127.0,0.5
28,West,2018-02-05,2009,196.0,James Harden,SG,2018,8,Houston Rockets,100.0,0.5
26,East,2018-01-29,2012,203.0,Khris Middleton,SF,2018,5,Milwaukee Bucks,106.0,0.5
29,West,2018-01-29,2009,191.0,Stephen Curry,G,2018,8,Golden State Warriors,86.0,0.5
23,East,2018-01-22,2014,213.0,Joel Embiid,C,2018,3,Philadelphia Sixers,113.0,0.5
27,West,2018-01-22,2012,191.0,Damian Lillard,G,2018,5,Portland Trail Blazers,88.0,0.5
31,East,2018-01-15,2008,191.0,Goran Dragic,G,2018,9,Miami Heat,86.0,0.5
31,West,2018-01-15,2005,185.0,Lou Williams,G,2018,12,Los Angeles Clippers,79.0,0.5
28,East,2018-01-08,2009,201.0,DeMar DeRozan,GF,2018,8,Toronto Raptors,100.0,0.5
29,West,2018-01-08,2009,191.0,Stephen Curry,G,2018,8,Golden State Warriors,86.0,0.5
24,East,2018-01-02,2012,196.0,Bradley Beal,SG,2018,5,Washington Wizards,94.0,0.5
31,West,2018-01-02,2005,185.0,Lou Williams,G,2018,12,Los Angeles Clippers,79.0,0.5
28,East,2017-12-26,2009,201.0,DeMar DeRozan,GF,2018,8,Toronto Raptors,100.0,0.5
29,West,2017-12-26,2008,191.0,Russell Westbrook,G,2018,9,Oklahoma City Thunder,91.0,0.5
33,East,2017-12-18,2003,203.0,LeBron James,F,2018,14,Cleveland Cavaliers,113.0,0.5
32,West,2017-12-18,2005,183.0,Chris Paul,PG,2018,12,Houston Rockets,79.0,0.5
25,East,2017-12-11,2013,193.0,Victor Oladipo,G,2018,4,Indiana Pacers,95.0,0.5
29,West,2017-12-11,2007,206.0,Kevin Durant,SF,2018,10,Golden State Warriors,109.0,0.5
33,East,2017-12-04,2003,203.0,LeBron James,F,2018,14,Cleveland Cavaliers,113.0,0.5
28,West,2017-12-04,2009,196.0,James Harden,SG,2018,8,Houston Rockets,100.0,0.5
31,East,2017-11-27,2008,191.0,Goran Dragic,G,2018,9,Miami Heat,86.0,0.5
24,West,2017-11-27,2012,208.0,Anthony Davis,PF,2018,5,New Orleans Pelicans,115.0,0.5
28,East,2017-11-20,2009,201.0,DeMar DeRozan,GF,2018,8,Toronto Raptors,100.0,0.5
22,West,2017-11-20,2015,213.0,Karl-Anthony Towns,C,2018,2,Minnesota Timberwolves,111.0,0.5
25,East,2017-11-13,2011,206.0,Tobias Harris,F,2018,6,Detroit Pistons,107.0,0.5
23,West,2017-11-13,2014,208.0,Nikola Jokic,C,2018,2,Denver Nuggets,113.0,0.5
22,East,2017-11-06,2015,221.0,Kristaps Porzingis,FC,2018,2,New York Knicks,109.0,0.5
28,West,2017-11-06,2009,196.0,James Harden,SG,2018,8,Houston Rockets,100.0,0.5
25,East,2017-10-30,2013,193.0,Victor Oladipo,G,2018,4,Indiana Pacers,95.0,0.5
27,West,2017-10-30,2010,211.0,DeMarcus Cousins,C,2018,7,New Orleans Pelicans,122.0,0.5
23,East,2017-10-23,2013,211.0,Giannis Antetokounmpo,F,2018,4,Milwaukee Bucks,101.0,0.5
28,West,2017-10-23,2009,196.0,James Harden,SG,2018,8,Houston Rockets,100.0,0.5
